,text,score
3004,the company said shareholders will be able to vote on the agreement at an egm scheduled for later this month   ,0.0
3005,care downgrades everonn education  shares fall as much as  on thursday,-1.0
3006,road to recovery  cement and financial services firms to drive bse companies  earnings,1.0
3007,   our approach is very much to only use raw materials that are produced in line with the principles of sustainable development   ,0.0
3008,the unit  s clients are mainly in the field of specialist convenience goods   as well as in the textile   shoe and furniture businesses   ,0.0
3009,  this is a repeat order to follow successfully installed elevators in the same delhi metro system     kone spokeswoman told thomson financial news   ,1.0
3010,ragutis   which is controlled by the finnish brewery   reported a 4 per cent rise in beer sales to 44 million litres and held an 09 per cent market share   ,1.0
3011,the fair value of the company  s investment properties grew to eur 803 billion at the end of march from eur 691 million a year ago   ,1.0
3012,the company confirmed its estimate for lower revenue for the whole than the year ago eur 9 million usd 3 m as given in the interim report on august   ,-1.0
3013, spx provided clarity today with the close below the day ma after failing to break above on tuesday  it s now likely ,-1.0
3014,in september   the finnish group agreed to buy danish company rose poultry a s for up to eur23  m in a combination of cash and stock   ,1.0
3015,loss for the period totalled eur 6 mn compared to a profit of eur 3 mn in   ,-1.0
3016,operating loss before non recurring items was eur 9 mn   compared to a profit of eur 5 mn in   ,-1.0
3017,operating profit in the fourth quarter fell to eur33m from eur39m a year earlier   ,-1.0
3018,commission income fell to eur 6 mn from eur 1 mn in the corresponding period in   ,-1.0
3019,huge variation  nike  inc  common stock  nke 4300 down  4243  00 https   t co pa7hlovgsj   stocks,-1.0
3020,east india hotels q1 earnings fall on weakening traffic of foreign tourists  interest burden,-1.0
3021,market share decreased on the route between helsinki in finland and tallinn in estonia by 1 percentage points to 8     ,-1.0
3022,for the first nine months of   the company  s net profit rose to eur41m from eur30m for the corresponding period of   ,1.0
3023,for the fiscal year ending september   the revenue from these customers was   012 million or around 0   of the transportation group  s revenue   ,0.0
3024,the parties have also agreed on options that allow uh to extensively implement later on also functionalities of human resources management   ,1.0
3025,eur million of the transaction consideration was paid in the form of four year interest bearing vendor notes   ,0.0
3026,   we are delighted to welcome elisa to our board of directors      said garry mcguire   ceo of rmg networks   ,1.0
3027, great lotto friday today   was money on his  aapl  amp   amzn puts  also got in some  nvda  amp   nflx for a nice end to a ,1.0
3028,the planned facility   estimated to cost around   million   would be the largest biodiesel plant in the world   and use palm oil certified by the roundtable on sustainable palm oil   rspo     ,1.0
3029,nokia messaging 1 enables customers to receive e mails from up to e mail accounts on their mobile phone supporting all pop or imap e mail services   ,0.0
3030,the fair value of investment properties totalled eur 299 mn   compared to eur 229 mn in the corresponding period in   ,1.0
3031,exlservice holdings  inc   exls short interest up 5  in april https   t co wojve37wu2  stocks,1.0
3032, commodities creating a long term double bottom at the financial crisis lows   dbc  gld  spx   slv https   t co tze ,-1.0
3033,the measures result from weak demand in the shipbuilding industry   ,-1.0
3034,finnish bank of   land reports its operating profit rose to eur 3 mn in the second quarter of from eur 1 mn in the corresponding period in   ,1.0
3035,founded in   the company uses a six step   time focused   collaborative project approach to improve financial institutions   revenue streams   ,0.0
3036, goldman also says the lows are in and have a  spx 000 target ,-1.0
3037,lule   municipality has awarded yit a year contract   for property management of about one third of the municipality  s properties   with a total area of 000 sq  metres   ,1.0
3038,   the announced investment of the carmaker hyundai for example sounds optimistically for us as of course new cars mean new tires      ,1.0
3039,ya ya  spx 400  spx 900  spx 600  i can call numbers too  crash this crash that  truth is  feds were able to get s amp p to 100 without spending more than  of their intended use  just think what they can do if they really wanted to  stop fighting  follow fed   price ,-1.0
3040,pretax loss totaled eur 117mn compared to a loss of eur 65mn in the corresponding period   ,-1.0
3041,however   the company saw its net profit for the third quarter down to eur 4 million from eur 5 million for the corresponding period of   ,-1.0
3042,the composite body is coated with a hard coating layer produced by thermal spraying   and the coating is ground      ,0.0
3043, unh  hum  ci  antm  cnc  moh  cvs  big uptick in government business is in store for private health plans like anthem  cent ,1.0
3044,operating profit for continuing operations fell to eur 3 mn from eur 4 mn in the first half of   ,-1.0
3045,the brokerage said has seen a   true turning point   in european steel base prices   with better pricing seen carrying through the second quarter of   ,1.0
3046, netflix leads its rivals in original tv shows by a wide margin in both quantity and quality  according to new data analysis ht ,1.0
3047,buying metal stocks tend to be fairly risky  nine rivers capital,-1.0
3048,in return the new york based private equity firm will receive a   stake in the latvian it and telecom group   ,0.0
3049, xom in downtrend  its price expected to drop as it breaks its higher bollinger band on june   view odds for this and other indicators  https   t co uc8wgvsoga  exxonmobil  stockmarket  stock  technicalanalysis  money  trading  investing  daytrading  news  today https   t co 3tmzuzhrvy,-1.0
3050,outotec  s net profit for the second quarter of jumped to 8 mln euro     1 mln   from 6 mln euro     3 mln   a year ago   ,1.0
3051,complete name of shareholder   otto henrik bernhard nyberg for further information   please contact maija liisa friman   ceo   tel   9 0711   ,0.0
3052, bynd guys news  this could be a great swing after dust settles https   t co qodh7iln46 https   t co fkq9g5x0fb https   t co dvueqcl2i0 https   t co fjn680gthm  spy  qqq  fb  dis  nflx  aapl  tsla  twtr  mu  mrna  pton  mrk  amd  nvda  shop  sq  bynd  spce  ge  work  snap  roku https   t co pwki9rrfgj,1.0
3053,the operating loss amounted to eur 8 mn   compared to a profit of eur 9 mn a year earlier   ,-1.0
3054,omeo   www omeo se   employs and expects net sales of some mln euro     8 mln   for fiscal 2007   ending april     ,0.0
3055,ptc india fin plunges on disappointing q4 results  ends  down,-1.0
3056,pre tax loss totaled eur 3 mn   compared to a loss of eur 2 mn in the first quarter of   ,1.0
3057,the apple inc  iphone wo n t change the game plan for verizon communications inc    chief executive ivan seidenberg said wednesday   ,0.0
3058,a  le coq special was developed for the bicentenary of the company and the trade mark   the brewer said   ,0.0
3059,bonds yields ease on renewed risk aversion in global markets,-1.0
3060,rautalinko was resposnible also for mobility services   and his job in this division will be continued by marek hintze   ,0.0
3061,through the nordic exchange   omx offers access to approximately percent of the nordic and baltic securities market   ,0.0
3062,however   the production is almost entirely very labor intensive and based on small investments only   ,0.0
3063,as oil slides fast to near year low  crude options stay calm,-1.0
3064,profit for the period totalled eur 8 mn   down from eur 1 mn in the corresponding period in   ,-1.0
3065,kesko agro lietuva   the agricultural machinery and grain trader and another member of the kesko group   boosted its sales by 9 percent to 4 million euros   vat inclusive   ,1.0
3066,for gujarat state fertilizers and chemicals  worst is all but over,-1.0
3067,there will be return flights from stuttgart every morning   as well as evening departures on thursdays   fridays and sundays   ,0.0
3068,the company turned to earnings per share   eps   of eur 03 versus loss per share of eur 01   ,1.0
3069,finnish suominen corporation that specialises in wet wipes   nonwovens   and flexible packaging reports net sales of eur 1 mn in the second quarter of   up from eur 3 mn in the second quarter of   ,1.0
3070,grapevine city officials in september approved   million in tax rebates and grants for the expansion   ,1.0
3071,tieto  s service is also used to send   process and receive materials related to absentee voting   ,0.0
3072,the start of the negotiations   relating to glaston  s efficiency program   was announced in october   ,0.0
3073,previously   the company expected its financial performance to remain at the same level as in   ,0.0
3074,the omx helsinki index was up 92 pct at 518 and the helsinki cap portfolio index was 91 pct higher at 711   ,1.0
3075,with investors steering clear  infra bonds by banks may see early death,-1.0
3076,its board of directors will propose a dividend of eur0  per share for   up from the eur0  per share paid in   ,1.0
3077,increased trust of our clients in yit can be seen as apartment sales accelerated   ,1.0
3078,britannia stock may continue to return well despite expensive valuations  rahul shah,1.0
3079,the proportion of estonian and lithuanian passengers on the tallinn helsinki route also grew in july   ,1.0
3080,net sales of finnish food industry company l  nnen tehtaat  s continuing operations increased by   in to eur 1 mn from eur 6 mn in   ,1.0
3081,the price for logs has clearly improved from and also the price of pulpwood has gone up   ,1.0
3082, amzn daily  no longer hold a position here  will look at doing something in the am  as i said last night  is coming this week  no question  daily looks ready to go this week  gl https   t co ahysqoare0 https   t co zwl4s6kkbd,1.0
3083,net cash flow from operating activities was a negative eur 1 mn   compared to eur 3 mn in the corresponding period in   ,-1.0
3084,both micro and macro level problems have brought the bhel stock down  ajay parmar,-1.0
3085,analysts expect greensky inc  gsky will announce quarterly sales of  06 million https   t co li3jhyzz97  stocks,0.0
3086,metso estimates the need for personnel reductions to amount to people   ,-1.0
3087,the company  s profit before taxes fell to eur 1 mn in the third quarter of   compared to eur 8 mn in the corresponding period in   ,-1.0
3088,simultaneously   his responsibility area is extended from legal affairs to cover also mergers and acquisitions   ,0.0
3089,the soapstone deposits in the medvezhyegorsk area are expected to increase tulikivi  s current reserves considerably   ,1.0
3090,based on strong customer interest and feedback   using rpm mobile phone manufacturers   operators   enterprises and developer forums can significantly increase their product and service quality   user experience and cost efficiency      tulonen continues   ,1.0
3091,it posted a turnover of 5 mln euro   1 mln and an operating profit of 5 mln euro   0 mln for   ,0.0
3092,in the method the smelt spouts are separated from the working area by a shielding wall   arranged movable in relation to the smelt spouts   ,0.0
3093,efore  s results for the last quarter showed an even faster improvement as the company managed to better source its components   ,1.0
3094,interglobe aviation best bet in aviation  can rally up to  in months  p phani sekhar,1.0
3095,each option right entitles the holder to subscribe for one new share at a subscription price of eur0  during the subscription period which ends on december   ,0.0
3096,once hot  india bond markets turn vulnerable ahead of fed decision,-1.0
3097,brokerages expect canadian national railway  cni will announce earnings of  91 per share https   t co qf29rzh2op  stocks,1.0
3098,indusind bank can slide down to levels closer to  prakash gaba,-1.0
3099,finnish bank of   land reports its operating profit fell to eur 9 mn in the third quarter of from eur 6 mn in the third quarter of   ,-1.0
3100,rbi s steps to curb rupee fall spook markets  tirthankar patnaik,-1.0
3101,the line will run fully underground and will comprise stations which will be executed in two implementation stages   ,0.0
3102,seventy three of those also have more extensive training in products built on the latest archestra technologies   such as the wonderware system platform   ,0.0
3103,     it is the best time to cover your shorts   banknifty  trading  stocks  stockmarket  news  gold  silver  coronavirus   nifty  equity   portfolio  markets  research  results  daytrading  finance  investments  intraday  india  stockstowatch  stockstotrade https   t co vjbrk7ugr0,1.0
3104,adp news   feb     finnish retailer kesko oyj hel   kesbv said today its total sales   excluding value added tax vat   stood at eur 3 million usd 1 m in january   down 2   year on yea ,-1.0
3105,in june it sold a percent stake to nordstjernan   and the investment group has now taken up the option to acquire eqt  s remaining shares   ,0.0
3106,london marketwatch    share prices ended lower in london monday as a rebound in bank stocks failed to offset broader weakness for the ftse   ,-1.0
3107, spy  gspc  aapl  nflx  goog  tsla wells fargo s  idiosyncratic  gap upgrade due to athleta and real estate value  https   t co kxxtkr52mt,1.0
3108,   ntc has a geographical presence that complements ramirent  s existing network and brings us closer to our customers in the east bohemia region in the czechrepublic      ,1.0
3109,within top tier pack  dr reddys our preferred pick  mayuresh joshi  angel broking,1.0
3110,  thanks for sharing ai is the future and google and fidelity deals are massive   goog  googl  fis  ssft,1.0
3111,bnp paribas to suspend some us dollar clearing for one year  new york regulator,-1.0
3112,they are responsible for their own operations   customer relationships   and the development of these   ,0.0
3113,bet on reliance power  with a  slightly medium to longer term horizon avinnash gorakssakar,1.0
3114,atria will also buy the shares of kauhajoen teurastamokiinteistot oy  kauhajoki slaughterhouse property from itikka co operative   ,0.0
3115,in the second quarter of   net sales through operator business partners represented   of the group  s total net sales   ,0.0
3116,according to the original merger plan   scanfil would get a   stake in the combined business   ,0.0
3117,finnair plc carried a record 8 million passengers in   an increase of 5 percent on the previous year   the finnish national carrier reported tuesday   ,1.0
3118,the terms and conditions of the year stock option scheme were published in a stock exchange release on march   ,0.0
3119,in q1 of   the company  s operating loss totalled eur 3 mn   compared to a profit of eur 6 mn in q1 of   ,-1.0
3120,in stead of being based on a soft drink   as is usual   the teho energy drink is made with fresh water   ,0.0
3121,he answers questions on how many visitors conversations gets   how big the team is and what the problems are when setting up social media channels   ,0.0
3122,neste oil corp  has signed long term procurement contracts with honkajoki oy and findest protein oy   both owned by finnish food manufacturers   for the supply of animal fat for biodiesel production at neste  s 000 b cd porvoo   finland   refinery   ,1.0
3123,south korean shares inch lower  falls stymied as hyundai gains   won lower,-1.0
3124,share prices of justdial unlikely to go up futher  trade cautiously  sudip bandyopadhyay,-1.0
3125,nigel harris to take over as ford india head from feb  sumit sawhney to be renault india md   ceo,0.0
3126,   the enterprise value of the fray bentos pulp mill and forestal oriental totals approximately euro1  billion      upm said   ,0.0
3127,mercator will use the software for its logistic   retail and wholesale operations in slovenia and its other markets in southeastern europe   ,0.0
3128,in the financial statement for the first quarter of   tikkurila is reported under discontinued operations   ,0.0
3129,coffee output may fall by 2 per cent this year due to crop damage,-1.0
3130,swedbank  s shares have been hardest hit of the swedish banks by the ongoing international financial crisis   ,-1.0
3131,in the fourth quarter of   net sales increased by   to eur 050 mn from eur 027 mn in the fourth quarter of   ,1.0
3132,jarmo honkamaa   head of the oil refining business at neste oil   says the situation looks promising from their viewpoint   ,1.0
3133,france t  l  com spent more time studying teliasonera than other potential takeover targets because it has a shareholder that wants to sell   pellissier said   ,0.0
3134,u s  billionaire wilbur ross cashes out bank of ireland stake,-1.0
3135,shares in royal and sun alliance continued to slide back from a month high of 172p last month   after a potential suitor ruled itself out of a takeover bid   ,-1.0
3136,operating profit for the six month period decreased from eur111  m   while sales increased from eur1  m   as compared to the corresponding period in   ,0.0
3137,salcomp oyj   the finnish maker of mobile phone chargers   monday posted a eur1  million loss in the second quarter compared with a 70 million profit in the same period the previous year   ,-1.0
3138,market taking bearish or a negative position  ashwani gujral,-1.0
3139,the first phase of the logistics complex envisages the completion of some 000 sq m of logistics premises and the gatehouse building in november   ,0.0
3140,tiimari   the finnish retailer   reported to have geenrated quarterly revenues totalling eur 3 mn in the 4th quarter   up from eur 3 mn loss in   ,1.0
3141,overweight on tcs  infy among largecap stocks  prefer persistent among it midcaps  parag thakkar,1.0
3142,in china   finnish kone that provides elevators   escalators   and solutions for modernisation and maintenance will build escalators that will be installed in a high speed railway section between beijing and shanghai in a 5 years   time   ,1.0
3143,operating profit totalled eur 1 mn   up from eur 6 mn in   representing 7   of net sales   ,1.0
3144,finnish scanfil   a systems supplier and contract manufacturer to the communications sector and the electronics industry   reports net sales of eur 6 mn in the first quarter of   which are only a per cent smaller than in the corresponding period in   ,-1.0
3145,srv will raise its holding in the company so that by the summer of   it will have a majority   ,1.0
3146,ragutis   which is based in lithuania  s second largest city kaunas   boosted its sales last year 3 per cent to 4 million liters   ,1.0
3147,the bridge will be 2 km long and is located between anasmotet by the road e20 and the new traffic junction in marieholm by the road e45   ,0.0
3148,the construction project is scheduled to start in the second quarter of and the new building is scheduled to be in place by the end of   ,0.0
3149,stocks of psbs may correct 7  on weak results  buy on dips  mehraboon irani,-1.0
3150,the recovery of demand that started toward the end of   continued in january march   ,1.0
3151,the ship unloader is totally enclosed along the entire conveying line to the storage facilities   ,0.0
3152,ssh communications security corp stock exchange release october   at 45 pm the company updates its full year outlook and estimates its results to remain at loss for the full year   ,-1.0
3153,the company  s order book stood at 5 bln euro   2 bln on september     up by 2 pct on the year   with international orders amounting to mln euro   3 mln   ,1.0
3154,mon jun 22nd today s best performing sector at the close  technology  7   follow along here  https   t co wmvpzkuxmg   technology  trading  bubbleboard  stocktrading  investing  avgo  fis  nvda  sap  msft  acn  qcom  txn  csco  ibm,1.0
3155,sales rose pct to mln eur on the back of strong volume and favourable currency effects   ,1.0
3156,the recruits who have completed the k retailer trainee program are qualified to start a career as independent retailers in k stores   ,0.0
3157,before swearing in  stock markets and rupee swear by narendra modi,-1.0
3158,operating profit   excluding non recurring items   totalled eur 2 mn   down from eur 7 mn in the corresponding period in   ,-1.0
3159,the basware connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient      said ceo ilkka sihvo   basware corporation   ,1.0
3160,bharti  tata comm  mobile content players likely to see sharp run up   harendra kumar,1.0
3161,britain ftse touches month low as global growth concerns gnaw,-1.0
3162,novartis q2 net down per cent  transfers animal health business,-1.0
3163,maharashtra set to brand its rice   tur  floats a tender to appoint a consultant for the exercise,0.0
3164,finnish silicon wafer technology company okmetic oyj   omx helsinki   okm1v   reported on thursday   august   an operating profit of eur5  m for the period january june   up from eur3  m in the corresponding period in   ,1.0
3165,adpnews   jul     finland based steel maker rautaruukki oyj ruukki hel   rtrks said today it slipped to a net loss of eur million usd 7 m for the first half of from a net profit of eur ,-1.0
3166,the measures result from the statutory joint negotiations with employees which started in february and concerned all operations in the country   ,0.0
3167,tracking well to may plan     we slaughtered the move to 130 1st target    deeper than expected retrace on  c19 fear phase ii    next stop   rally to on  truth   mando is killing  c19   dis  spy  qqq https   t co 9egpp0ys3r,-1.0
3168,does your life long understanding of games prevent you from winning in the stock market   https   t co zqaxegfzlw   spx  spy  qqq  djia  study,0.0
3169,exporters worry as rupee breaks free  further strengthening could spook exporters,-1.0
3170,as a part of the agreement employees from the john deere forestry documentation functions will transfer to dokumentori oy   ,0.0
3171,so far norwegian norske skog has reduced the staff levels by 000 people and plans to reduce production by 000 tons in   while finnish swedish stora enso is to cut staff by 700 people and production by 000 tons   ,-1.0
3172, downsides to being rich   stocks   rich  disadvantages  getrich  investing  millionaires  millionaire  billionaires  billionaire  wealthy  whoknew  https   t co fpqq122pqs,-1.0
3173,eq bank forecasts olvi  s net sales at eur 67mn in the second quarter of   and operating profit at eur 4 mn   ,0.0
3174,the earnings per share for the quarter came in at 25 eur   up from the 20 eur of the same quarter a year earlier   ,1.0
3175,the event can be followed on line via orion  s finnish homepage at www orion fi as well as via the kauppalehti live web service at www kauppalehti fi live   ,0.0
3176,china yuan inches lower on corporate dollar demand  little changed on week,-1.0
3177,cesc has been experiencing volatility for few days  mitesh thacker,-1.0
3178,in january september   finnlines   net sales rose to eur 4 mn from eur 5 mn in the corresponding period in   ,1.0
3179,finnish consulting and engineering group poyry plc   omx helsinki   poy   said on wednesday   october   that it has been awarded a contract by tanqia dibba fzc as owner engineer for the wastewater system of dibba   emirate of fujairah   uae   ,1.0
3180,bearish on united phosphorous and jain irrigation  seshadri bharathan  ksema fincon ltd ,1.0
3181,the finland based company says it will move into an existing 000 square foot facility in september   ,0.0
3182,finnish forest machinery manufacturer ponsse has issued a profit warning   ,-1.0
3183, es f stuck in the range  let see if it holds   es  spx  aapl  amzn  ba  fb  googl  nflx  nvda  tsla  roku  spot  shop   ,-1.0
3184,honkarakenne also decided yesterday to sell 500 of its b series shares to key staff members for eur 90 per share   ,0.0
3185,in finland finnish pharmaceutical company orion corporation omx helsinki   ornav said on wednesday january that it has concluded its personnel negotiations in finland and will reduce the number of personnel by   ,-1.0
3186, february   finnish media company sanoma oyj hel   saa1v said yesterday its net profit almost tripled to eur297  m from eur107  m for and announced a proposal for a raised payout   ,1.0
3187,also in latvia   we act as a partner for bakery customers in both production and product development   ,0.0
3188,lemmink  inen started the manufacture of roofing felt in and the production of asphalt in the 1930s   ,0.0
3189, all free  retail is back  amazon  amzn ready for chapter   https   t co t4s8bd3reg,1.0
3190, tsx ends on firm note as stocks rebound after recent sell off https   t co t3bmgmf8o7  stocks  trading  rttnews https   t co u ,1.0
3191,vaisala oyj stock exchange release 03 klo 00     the annual general meeting of vaisala oyj decided on march   to approve the company  s annual accounts for   ,0.0
3192,pretax profit totalled eur 8 mn   compared to a loss of eur 1 mn in the corresponding period in   ,1.0
3193,the contract incorporates a convergent charging rating solution for voice and data   which includes internet   gprs   sms   mms and wap   ,0.0
3194,australian   new zealand dollars vault vs pound  firm vs usd,-1.0
3195,gmr infrastructure s net loss widens to rs crore in december quarter,-1.0
3196,in lithuania   operating profit rose to eur 000 from eur 000 in the corresponding period in   ,1.0
3197,many stocks like bhel  siemens  ambuja cement  sail and hindalco overvalued  analysts,-1.0
3198,finnish rautaruukki  s engineering division ruukki engineering will re organise its operations in the mo i rana plant in norway   ,0.0
3199,earnings per share   eps   for the first quarter amounted to eur0    up from eur0    ,1.0
3200,the employer   together with health personnel   supports quitting and pays part of the cost of nicotine treatments   ,0.0
3201,under the terms of the agreement   bunge will acquire raisio  s keiju   makuisa and pyszny duet brands and manufacturing plants in finland and poland   ,0.0
3202,in the autumn   it plans to expand service to st  petersburg and moscow and launch service to yekaterinburg   russia   flying there three times a week   ,1.0
3203,publishing sweden  s operating loss was eur 1 mn in q1 of   compared to a profit of eur 6 mn a year ago   ,-1.0
3204,finnish elevators and escalators maker kone corporation said on tuesday   march   that it has received a major order from sir robert mcalpine to supply all elevators and escalators for the watermark place project in the city of london   ,1.0
3205,pretax profit totalled eur 0 mn   compared to a loss of eur 2 mn in the fourth quarter of   ,1.0
3206,rory fitzgerald   general manager   operations   bristol port   said      with the use of low maintenance technology we can save up to per cent on servicing   plus the load sensing hydraulics can save us an extra to per cent on fuel consumption      ,1.0
3207, spx  they ran stops on the h and s pattern into close   never set stops ever on a key technical as  crims  will run them and take you out ahead of big move to come   hope you where not taken out   west https   t co bfwckigsrl,-1.0
3208,sbi s bhushan steel bail out plan may face hurdles as lenders turn unsupportive,-1.0
3209,the eu commission said earlier it had fined thyssenkrupp   united technologies corp  s otis   schindler ag and kone oyj a total of 3 mln eur for alleged cartel activity in the lift market going back twelve years   ,-1.0
3210, december   finnish industrial machinery company wartsila oyj abp hel   wrt1v said yesterday it had won an order to design a liquefied natural gas lng powered platform supply vessel psv for norwegian oil service provider eidesvik offshore asa osl   eiof   ,1.0
3211,the world of glass is coming to egypt and we invite visitors from all around the world to attend glass world exhibition   register now at www glassworldex com ,0.0
3212,mandhana  eros plunge as court convicts salman khan gets five year in jail,-1.0
3213,   lining stone sales were also good in the early autumn   and order books are strong to the end of the year   ,1.0
3214,  dis would cost over  b  actually  it is likely that the cash is in wrong places  they have consistently been borrowing to fund dividends,-1.0
3215,mr  doring has been with eaton since and acted as the business unit manager for eaton  s power controls business unit since january   ,0.0
3216,the stock is trading above both its maps and the day map of sek72  is higher than the day map of sek70    a bullish indicator   ,1.0
3217,stora chief executive jouko karvinen has described the russian tariff hikes as a threat to the future of the forest products industry in finland   ,-1.0
3218,russia wants to utilise its huge forest reserves in a very different way from what has been done so far   ,0.0
3219,panostaja owns a 77 pct of share capital and the voting rights of suomen helasto shares following an exchange of shares which was carried out on may     ,0.0
3220,oriola kd expects its invoicing in to be higher than the comparable invoicing of   ,1.0
3221,first quarter underlying operating profit rose to mln eur from mln a year earlier   ,1.0
3222,finnish suominen corporation that makes wipes   nonwovens   and flexible packaging   has a plant near warsaw   in poland   that makes flexible packaging   ,0.0
3223,through the nordic exchange   omx offers access to approximately percent of the nordic and baltic securities market   ,0.0
3224, don t miss our next free option trade   sign up for our daily free trades at https   t co etq7xebhpq  nvda  tsla  gs   ,0.0
3225,the firm  s services include copying   printing   cad modelling   digital printing   scanning   sokopro project bank and courier services   ,0.0
3226,operating profit in the fourth quarter fell to eur33m from eur39m a year earlier   ,-1.0
3227,adjusted for changes in the group structure   the division  s net sales increased by 7     ,1.0
3228,brent s premium to dubai crude falls to lowest in more than months,-1.0
3229,once your plants are in the ground they will continue to grow   but the success of any garden lies in how well it  s maintained   ,0.0
3230,tiimari latvian representative ineta zaharova said that the company earned lvl 000 in profit   which is times more that in   ,1.0
3231,sanoma learning   literature   offering print and digital learning materials   is present in eleven countries   ,0.0
3232,the operations to be sold include manufacturing units in finland   france   poland and turkey   as well as sales units in germany and lithuania   ,0.0
3233,raute posted a net profit of 8 mln euro   6 mln for the third quarter of   compared to a net loss of 000 euro   000 for the corresponding period of   ,1.0
3234,the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila  s factory at khopoli   near mumbai   ,0.0
3235,reserve bank of india may sell day  treasury bills at 60 per cent  poll,-1.0
3236,limited upside seen in texmaco   kalindee  ambareesh baliga  market expert,-1.0
3237,arvo vuorenmaa   the loviisa plant  s general manager said the application for the new licence was a    standard    procedure and that he was    quite confident    about approval being granted   ,1.0
3238,incap and lankapaja aim to enter into actual agreement to transfer the sheet metal production to the buyer in february in order to complete the transfer on march   ,1.0
3239,scanfil   a systems supplier and contract manufacturer to the communications sector   will give notice to productional employees   and temporarily lay off employees at the company  s plant in sievi   in finland   ,-1.0
3240, the economy is collapsing like never before and yet us  stocks are on pace for their best month since oct   s amp p i ,-1.0
3241,finnish developer and manufacturer of mobile phone chargers salcomp plc omx helsinki   sal1v on wednesday november lowered its full year net sales estimate   ,-1.0
3242,affecto expects its net sales for the whole to increase from the level when they reached eur million   ,1.0
3243,investors should be wary of cyclicals even if narendra modi wins,-1.0
3244,anthem inc  antm sees large drop in short interest https   t co mygtp433yu  stocks,-1.0
3245,increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan   ,0.0
3246,the currency effect had a 0 pct   or mln euro     3 mln     negative impact on the revenue   ,-1.0
3247,byline   tim moran cellular phone giant nokia corp  is offering   1 billion for digital map supplier navteq corp    of chicago   ,0.0
3248,the trucks feature an eco drive system   a fuel measuring tool which stores data particular to individual drivers   ,0.0
3249,railway stocks derail ahead of the budget  wagon makers in focus,-1.0
3250,the steelmaker said that the drop in profit was explained by the continuing economic uncertainty   mixed with the current drought in bank lending   resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations   ,-1.0
3251,assa abloy kaupthing bank gave a   neutral   recommendation and a share price target of crowns   7   euro on swedish lock maker assa abloy ab   ,0.0
3252, the trading set ups   brand new ebooks to download free today written by pro ti traders    solid swing trading concepts ,0.0
3253,ivrcl  debt pile  slow progress of projects weigh down the company,-1.0
3254,the company moved to an operating profit of eur10  m versus an operating loss of eur15  m  it also turned to eps of eur0  versus loss per share of eur0    ,1.0
3255,in september alone   the market declined by 2 percent year on year to 28 million liters   ,-1.0
3256,siemens to delist in london and zurich  indian subsidiary wont get affected,-1.0
3257,the group  s consolidated net sales for totaled 4 billion euros and it employs approximately 000 persons   ,0.0
3258,the reason for this is st  petersburg status as a capital   one of the participants in the meeting quoted chikunov as saying   ,0.0
3259,adp news   nov     finnish retail software developer aldata solution oyj omx   ald1v said today that it swung to a net profit of eur 1 million usd 7 m for the first nine months of versus a net loss of eu ,1.0
3260,after buying eukor car carriers percent stake   grimaldi group is now the sole owner of the swedish roll on   roll off port of wallhamn   ,0.0
3261,london  s leading shares today jumped almost points   or 7     as the market opened   ,1.0
3262,in its financial report   published on friday   seb said its net profit soared to sek6  bn in from a year earlier sek1  bn and proposed a   dividend increase to sek1  per share   ,1.0
3263,metso expects its net sales to increase by about   in   at comparable exchange rates   ,1.0
3264,did coal india offer for sale prevent nifty from hitting 000 ,-1.0
3265,the equipment will be made at vaahto  s plant in hollola in finland   and delivery is scheduled for the first quarter of   ,0.0
3266,finnish metal industry solutions supplier outotec oyj net profit rose to 4 mln euro     5 mln   for the first nine months of from 1 mln euro     9 mln   for the same period of   ,1.0
3267,by 29 cet on monday   shares in bavarian nordic had climbed 21   to dkk250 on the stock exchange in copenhagen after having lost 41   in the past month   ,1.0
3268,increased trust of our clients in yit can be seen as apartment sales accelerated   ,1.0
3269,   we have come out with a decision which is based on our preliminary economic   operational and environmental findings      karvinen said   ,0.0
3270,swedish engineering consultant firm etteplan is to establish a unit in town borl  nge   by the turn of the month march april   ,0.0
3271,kazgiprotsvetmet and outotec finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in kazakhstan and the surrounding countries   ,1.0
3272,to raise consumer awareness and encourage people to recycle their old mobile devices nokia runs regular recycling campaigns around the world   ,0.0
3273,an earn out payment of up to 0 mln euro     3 mln   can also be paid depending on intellibis financial performance in   ,0.0
3274,dcm shriram consolidated rallies   hits week high on plans to reward shareholders,1.0
3275,australia  new zealand dollars continue gains as greece offers plan  china rebounds,1.0
3276,experts expect rupee to fall against dollar despite moodys rate lift,-1.0
3277,a data processing unit collects the data   calculates rvr values and provides the data to users via various interfaces   ,0.0
3278,earnings per share   eps   in decreased to eur1  from eur1  in   ,-1.0
3279,nokia was up 12 pct to 70 eur after kicking off the morning in negative territory   ,1.0
3280,operating loss amounted to eur 9 mn in the first half of compared to a profit of eur 5 mn in the first half of   ,-1.0
3281,the last quarter was the best quarter of in net sales   and the operating margin rose to 2     ,1.0
3282,gilts  irf soar on receding inflationary pressures  falling crude  ease of trading in futures,1.0
