,text,sentiment
2611,the most popular paper by far was kesko  s loyal customer magazine pirkka with 2 462 000 readers  ,0.0
2612,finnish plumbing and heating systems supplier uponor is temporarily laying off its whole workforce in finland for two weeks as of mid july 2009  ,-1.0
2613,the business is organised   as of february 1   2011   in a way that production of design services is combined into one entity   etteplan operations  ,0.0
2614,one of uponor  s promising future products is a hydronic cooling system  ,1.0
2615,currently glaston employs approximately 1 500 persons  ,0.0
2616,finnish bank of   land   landsbanken has issued a profit warning  ,-1.0
2617,the use case dramatically narrows if you go only with the hot s ltd ,0.0
2618,device volume in the area decreased by 21   to 2 7 mn units  ,-1.0
2619,finnish telecoms software developer tecnomen oyj said on december 5   2006 it won a   3 3 mln   2 5 mln euro   order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of brasil telecom  ,1.0
2620,operating profit decreased to eur 16mn from eur 21 1 mn in 2008  ,-1.0
2621,the deal is subject to approval by the norwegian competition authorities  ,0.0
2622,   the lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients  ,1.0
2623,finnish stockmann group  s mail order unit hobby hall has launched a trial marketing campaign in russia  ,0.0
2624,intel chairman planning up to us 1b health tech spac ipo,0.0
2625,helsinki afx   salcomp   the mobile phone charger manufacturer   said it has appointed markku hangasjarvi as its new ceo   following the resignation of mats eriksson  ,0.0
2626,the employer   together with health personnel   supports quitting and pays part of the cost of nicotine treatments  ,0.0
2627,the recruits who have completed the k retailer trainee program are qualified to start a career as independent retailers in k stores  ,0.0
2628,a downloadable instruction sheet   instructional video   and project ideas for the award winning everywhere punch tm window system can be found at www fiskars com  ,0.0
2629,sharply raises covid 19 death toll prompting call for wide review  ,-1.0
2630,the business idea of budget sport is to offer customers a wide range of high quality sports equipment and clothing at low prices   the company said  ,0.0
2631,remote phone management demonstrates sysopen digia  s unique end to end offering for operators   handset manufacturers and enterprise customers  ,0.0
2632,in the sinter plant   limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron making  ,0.0
2633,the stockmann department store will have a total floor space of over 8 000 square metres and stockmann  s investment in the project will have a price tag of about eur 12 million  ,0.0
2634,finland based stockmann group has closed seven franchising sports stores nike in russia  ,-1.0
2635,ruukki signed the contract with norwegian company veidekke entreprenor as  ,1.0
2636,the company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was eur 67 1 million  ,1.0
2637,the contract also includes installation work in a new multistorey carpark for close on 1 000 vehicles  ,0.0
2638,return on investment was 16 6   compared to 15 8   in 2004  ,1.0
2639,the company distributes hiab  s products as well as other products  ,0.0
2640,the total donation amount is eur 1 115 000  ,0.0
2641,in the fourth quarter of 2008   net sales increased by 2   to eur 1 050 7 mn from eur 1 027 0 mn in the fourth quarter of 2007  ,1.0
2642,pharmaceuticals   netherlands this brand new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in netherlands  ,0.0
2643,in april 2010   olvi  s range of ciders will expand with a strawberry rhubarb and an apple pear cider in green bottles with a new shape  ,0.0
2644,net sales rose by 25 5   year on year to eur59  6 m   as the number of chargers delivered went up by 41   to 65 9 million pieces  ,1.0
2645,mr  kari stadigh will carry on as chairman of the board and mr  matti arteva as vice chairman  ,0.0
2646,the company   which has eur2  8 bn in assets   counts among its five largest shareholders finnish insurers ilmarinen 4 34   and varma 0 70     as well as the finnish state pension fund ver 0 61    ,0.0
2647,com and possibly also through photo msn  ,0.0
2648,tele2 affarsvarlden gave a    buy    recommendation on mobile operator tele2 ab and a share price target of 142 crowns     23 54   15 19 euro    ,1.0
2649,finnish handling systems company cargotec oyj   hel   cgcbv   said today that it won a eur 13 million   usd 16 6 m   contract to deliver macgregor hatch covers for ships ordered by norwegian shipowner grieg shipping  ,1.0
2650,the company will make its marketing and sales investments initiated in 2009 even more efficient in 2010  ,1.0
2651,via the agreement   ramirent will expand the range of equipment and services it delivers to destia   ramirent finland  s managing director kari aulasmaa   said  ,1.0
2652,the composite body is coated with a hard coating layer produced by thermal spraying   and the coating is ground     ,0.0
2653,no financial details were disclosed  ,0.0
2654,finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments  ,-1.0
2655,a  le coq special was developed for the bicentenary of the company and the trade mark   the brewer said  ,0.0
2656,fortum had intended to spend as much as   euro   2 7 bn to become the sole owner of tgk 10  ,0.0
2657,outotec is currently delivering a new oil shale processing plant for eesti energia in estonia based on enefit technology   which has been developed jointly by eesti energia and outotec  ,0.0
2658,the value of the contract is about eur1  0 m  poyry   headquartered in vantaa   finland provides consulting and engineering services to the energy   forestry and infrastructure   environment sectors  ,0.0
2659,   these developments partly reflect the government  s higher activity in the field of dividend policy     ,0.0
2660,the size of the extension   18 5   of which already has been let   will have a gross area of about 2 830 sq m 30 460 sq ft  ,0.0
2661,union and company officials did not return calls yesterday  ,0.0
2662,the contracts awarded to date   in connection with the system   amount to a total eur 36 million  ,0.0
2663,private equity investor capman   the owner of finnish lumene cosmetics company   is planning to list lumene  ,0.0
2664,we offer our clients integrated management consulting   total solutions for complex projects and efficient   best in class design and supervision  ,0.0
2665,the percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the trade register and the total number of voting rights related to them  ,0.0
2666,panostaja plc today acquired the entire share capital of suomen graafiset palvelut ltd   a provider of printing services  ,0.0
2667,the authorization is in force for a period of 18 months from the resolution by the general meeting  ,0.0
2668,cash flow from operations rose to eur 52 7 mn from eur 15 6 mn in 2007  ,1.0
2669,   operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro     ,-1.0
2670,eero katajavuori   currently group vice president   human resources   will take a year long sabbatical starting from october 1   2010  ,0.0
2671,telecomworldwire 7 april 2006 tj group plc sells stake in morning digital design oy finnish it company tj group plc said on friday 7 april that it had signed an agreement on selling its shares of morning digital design oy to edita oyj  ,1.0
2672,europe   s weaknesses to be exposed over long term  ,-1.0
2673,the proposal by the board of directors on the issuance of option rights will otherwise correspond to the proposal by the board of directors in the notice to the general meeting  ,0.0
2674,finnish mobile operator dna will function as a subcontractor to maingate and will be responsible for telecommunications connections  ,1.0
2675,helsinki thomson financial   shares closed little changed   with cargotec and huhtamaki dropping sharply on disappointing second quarter reports  ,-1.0
2676,metrics in qpr scorecard now support date   text and milestone based values   which improve its support for managing projects around performance or process related content  ,1.0
2677,the company plans to spend the proceeds from the rights offering for strengthening its balance sheet  ,0.0
2678,the order also includes extensive maintenance work of a shoe press delivered by vaahto in 2001  ,0.0
2679,nokia s u s  shares were 3 3 percent lower at   12 73 by 1750 gmt  ,-1.0
2680,the invention carries international patent publication no   ,0.0
2681,roshan  s net sales in 2006 were   191 million and ebitda was   66 5 million  ,0.0
2682,in addition   the company is considering the start of production in russia  ,0.0
2683,shock phase     consumers have once again started to plan and implement building projects  ,0.0
2684,the new company will likely hold an ipo on the nyse or another international stock exchange   according to altimo which manages the alfa group  s telecommunications assets and teliasonera  s agreement   which has been published on the website of the u s  securities and exchange commission  ,0.0
2685,nordea bank   sto   nda   and sampo bank have helped finnish real estate investment company sponda   hel   sda1v   place a eur100m   usd125  4 m   domestic bond   the company said friday  ,1.0
2686,the estimated value of the deal is usd 9 2 million  ,0.0
2687,in penttil    s vision   the most important reason for the transaction is russia  ,0.0
2688,the deal was worth about eur 1 2 mn  ,0.0
2689,r d loan    ,0.0
2690,it is expected to be online by 2011  ,0.0
2691,finnish kemira group  s ceo   lasse kurkilahti   says the group  s structural reorganisation will continue for at least a year  ,0.0
2692,vacon controls a further 5   of the company via investment fund power fund i  eur 1 0   usd 1 397,0.0
2693,body es vostok also owns stakes in power sales companies mosenergosbytbody   rts   mssb     50 9       altaienergosbyt   100       saratovenergo   rts   sare   body   48 36     and tambov power sales company   rts   tasb     49 01       all ofbodywhich it received from the distribution balance  ,0.0
2694,stora enso oyj   the largest papermaker   in october said it would close four mills  ,-1.0
2695,cargotec germany gmbh has been awarded a contract by stadtverwaltung mainz for chassis bodies under open procedure  ,1.0
2696,addus   services include personal care and assistance with activities of daily living   skilled nursing and rehabilitative therapies   and adult day care  ,0.0
2697,electronic versions require 24 48 hours as each copy is customized to the client with digital controls and custom watermarks  ,0.0
2698,janno reiljan   a member of the eesti energia supervisory board   said the owners of narva power grid had informed eesti energia about their wish to sell  ,0.0
2699,poyry  s net sales in 2007 amounted to about eur 720 million and it employs 7400 experts  ,0.0
2700,the companies   aim is to finalize the negotiations and sign the contracts at the start of october 2008  ,0.0
2701,20 october 2010   finnish metal products company componenta oyj hel   cth1v said yesterday that its net loss narrowed to eur7m for the first nine months of 2010 from eur23  3 m for the same period of 2009  ,1.0
2702,the contract is worth some eur 1 million  ,0.0
2703,as with other stakeholders   comptel has been involved in the workshops   meetings and filed comments on the issues of greatest importance to the competitive sector of our industry  ,0.0
2704,basic banking activities continued as normal  ,0.0
2705,this pc application allows users to copy files and other data from their nokia mobile device to their computer as well as create backup content  ,0.0
2706,also in latvia   we act as a partner for bakery customers in both production and product development  ,0.0
2707,the acquisition price was not disclosed  ,0.0
2708,sales are expected to increase in the end of the year 2006   however  ,1.0
2709,vaahto   which has entered the deal via its subsidiary vaahto pulp   paper machinery   will supply two of the units in the end of 2010   while the remaining ones are expected for delivery in the beginning of 2011  ,1.0
2710,meego    learns as you use it      fisher said   putting the most important things up top  ,0.0
2711,tietoenator itself uses nokia  s intellisync mobile suite  s wireless email   calendar   and device management capabilities   and the company will now extend these services to its customers  ,1.0
2712,the company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production  ,0.0
2713,restaurant owners blame labour shortages as they cut services  ,-1.0
2714,the company  s strength is its apetit brand  ,1.0
2715,the earnings in the comparative period included a capital gain of eur 8mn from the sale of omx shares  ,0.0
2716,risto jalo   chief executive of dormus print and also owner of the remainder of the company   will keep his position after the acquisition  ,0.0
2717,finnish software developer basware oyj said on november 30   2006 its u s  subsidiary basware   inc  won an order to provide software for contract lifecycle management to an unnamed u s  medical technology company  ,1.0
2718,the financial statements and interim reports will be released around at 9 00 a m    finnish time   on the given dates  ,0.0
2719,the full midnighttrader extended hours trading analysis and news service is available in real time through comtex  ,0.0
2720,the company reported a profit of 800 000 euro    1 2 mln on the sale of its varesvuo partners sub group and a loss of 400 000 euro   623 000 caused by the sale of its program production subsidiary oy filmiteollisuus fine ab  ,0.0
2721,the plant would use palm oil certified by the roundtable on sustainable palm oil   rspo    ,0.0
2722,in january september 2007   the group  s net sales from continuing operations rose to eur 213 1 mn from eur 172 6 mn in the corresponding period in 2006  ,1.0
2723,wayne greensmith   fiskars brands uk senior brand manager   said      we have launched this as we want to give something back to the community  ,0.0
2724,lemminkainen oyj said that it has signed credit agreements with nordea bank sto   nda   pohjola bank hel   poh1s   sampo bank hel   samas and svenska handelsbanken sto   shb a  ,0.0
2725,panostaja oyj  s board also decided at its organisational meeting held upon completion of the agm to implement the agm decision concerning board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly annual report  ,0.0
2726,validating our fgvoip client through symbian signed represents a significant step forward in accomplishing this goal  ,1.0
2727,part of the reductions will be made through retirement arrangements  ,0.0
2728,ssh communications security corporation is headquartered in helsinki   finland  ,0.0
2729,the service developed by digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools  ,0.0
2730,the earnings per share for the quarter came in at 0 25 eur   up from the 0 20 eur of the same quarter a year earlier  ,1.0
2731,comparable operating profit totaled eur 854mn   up from eur 730mn in 2004  ,1.0
2732,besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment      paavel said  ,1.0
2733,   the combined activities will create value for shareholders and be good for our employees and customers  ,1.0
2734,this implementation will upgrade the existing system   enabling voicemail and video mail to be housed on the same platform  ,0.0
2735,tokyo warned locals pose greater covid risk to olympics than visitors  ,-1.0
2736,operating profit was eur  0 1 mn   down from eur 1 3 mn  ,-1.0
2737,poyry is recognized as one of the world  s leading advisors to the global forestry industry  ,1.0
2738,making matters more difficult   the company said it has been grappling with higher oil and gas prices   which have pushed up the cost of energy   raw materials and transportation  ,-1.0
2739,   we are pleased to deliver the basware invoice automation solution to a major retail company in the us  ,1.0
2740,on dec  1   grimaldi acquired 1 5 million shares and a 50 1 percent stake in finnlines  ,0.0
2741,both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt  ,1.0
2742,nokia multimedia  s net sales totaled eur 5 7 bn   up 45   from the corresponding period in 2005  ,1.0
2743,also the traditional grapevine carries a lot of weight  ,0.0
2744,of this   eur 38 8 mn was net interest income  ,0.0
2745,dutch publisher de vijver said today it has agreed to buy a 49   stake in belgian weekly magazine humo from finnish media company sanoma hel   saa1v  ,0.0
2746,the diluted loss per share narrowed to eur 0 27 from eur 0 86  ,1.0
2747,the major breweries increased their domestic beer sales by 4 5 per cent last year   to 256 88 million litres from 245 92 million litres in 2004  ,1.0
2748,information system supplier sentera    up 24 51 pct    was the next most heavily traded share after sysopen digia   a software house   acquired 77 4 pct of the company this morning for just under 33 mln eur  ,0.0
2749,the company offers payroll services   including payroll processing   payroll tax administration   and employee pay services   including direct deposit   check signing   and readychex  ,0.0
2750,metso is a global supplier of sustainable technology and services for mining   construction   power generation   automation   recycling and the pulp and paper industries  ,0.0
2751,aspocomp has a large factory in china and a factory building project in india that was halted due to financing problems  ,-1.0
2752,ponsse plans to create a network that is based on strong partnership   and participates in the production of larger entities than presently  ,0.0
2753,the company will pay a dividend of eur 0 50 per share   a total of eur 14mn  ,0.0
2754,ionphase  s second major owner is venture capital firm aura capital  ,0.0
2755,eb announced in its stock exchange release on november 18th 2008 that j t  bergqvist has resigned from the chairmanship and membership of the board of eb  ,-1.0
2756,aldata to share space optimization vision at apollo user group and 2009 category management association conferences   company will unveil new solution that combines business intelligence with space planning data at conferences,0.0
2757,the finnish government announced wednesday that it sold a 32 percent stake in chemicals and fertilizer group kemira oyj for    x20ac   655 6 million     890us million     sending the company  s share price up 6 percent  ,1.0
2758,the impact of cableway to teleste  s net sales in 2009 is estimated to be eur 4 million  ,0.0
2759,as a result of the transaction   sanoma budapest has acquired a stake in the online store egeszsegbolt  ,0.0
2760,tiimari latvian representative ineta zaharova said that the company earned lvl 122 000 in 2005 profit   which is 20 times more that in 2004  ,1.0
2761,feed companies suomen rehu and raisio do no import gmo feed  ,0.0
2762,according to finnish financial services group sampo  s ceo   bj  rn wahlroos   danish danske bank  s acquisition of sampo bank for eur 4bn was the largest cash deal in finland  s economic history  ,0.0
2763,cargotec  s share capital after the increase totals 64 046 460 euros  ,0.0
2764,the new shares will provide the shareholders with full shareholder rights  ,0.0
2765,tikkurila   a division of kemira group   controls about 23   of the russian market in its field and owns st  petersburg paint producer tex   ,0.0
2766,however   two of the previously ordered sets will start producing electricity at the end of october 2010   it said  ,0.0
2767,   this could be us  ,0.0
2768,the negotiation has resulted in the reduction of 80 people in regular employment   around half of which will be covered with pension arrangements  ,-1.0
2769,the site will cover over six hectares  ,0.0
2770,finnish raute precision has won large glass batch plant and mortar plant orders from mexico and the us  ,1.0
2771,the segu companies and pkc  s polish unit will form a business servicing the western european markets with    annual sales of about hundred million    and about 2 500 employees   the finnish company  s ceo   harri suutari   said  ,0.0
2772,rautakesko  s business operations in norway and russia   acquired in july 2005   are included in the figures of the comparable period   impacting sales growth starting from august  ,0.0
2773,according to finnish insurance companies tapiola   local insurance group   l  hivakuutus     and pohjola the two fierce storms at the end of july and in the beginning of august 2010 that felled trees around finland have speeded up sales of forest insurance  ,1.0
2774,however   the brokers   ratings on the stock differ  ,0.0
2775,in 2007 etteplan reported a turnover of eur125  2 m ,0.0
2776,a data processing unit collects the data   calculates rvr values and provides the data to users via various interfaces  ,0.0
2777,he joins technopolis from kone where he has held various positions within the group   most recently as director of service business and business development for kone s middle eastern operations  ,0.0
2778,the money will be spent    on strengthening the company  s competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in russia      the release says  ,1.0
2779,martela said plans to expand its recycled furniture business elsewhere in finland   too  ,1.0
2780,sales fell abroad but increased in finland  ,0.0
2781,under the deal   know it will pay sek90m   usd12  8 m eur8  6 m   in cash and stock  ,0.0
2782,the 2500 passenger ferry will have dimensions of 185 m length overall   170 m length between perpendiculars   27 70 m breadth and 6 55 m design draught  ,0.0
2783,   our decision and resolve on meego is only stronger      she continued  ,1.0
2784,the six breweries recorded a 5 2 percent growth in domestic beer sales last year to 270 21 million liters   from 256 88 million liters sold in 2005  ,1.0
2785,upm kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions  ,1.0
2786,   these patronage refunds reward members that use the fee based services that make a positive contribution to cencorp  s operating results      said bill walby   cencorp ceo  ,0.0
2787,during the past 10 years the factory has produced many of nokia  s most popular models including the nokia 2760   the nokia 6300 as well as nokia  s latest music device the nokia 5800 express music  ,0.0
2788,nokia said that its next generation mobile gaming platform makes it easy for people to find   buy   play and share rich and immersive games on a range of nokia devices  ,0.0
2789,south african sappi will become the largest foreign forest industry company operating in finland as a result of the acquisition finnish m real corporation  s graphic papers business unit  ,1.0
2790,veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement  ,0.0
2791,based on negotiations with personnel   some 20   have indicated their willingness to move to the new location  ,0.0
2792,the notice in its entirety with other proposals from the nomination committee and the board will be published at least four weeks before 28 april on the company  s website and in post   och inrikes tidningar and dagens industri  ,0.0
2793,a corresponding increase of 85 432 50 euros in ahlstrom  s share capital has been entered in the trade register today  ,0.0
2794,google pledges us 7b investment to create jobs in the us,1.0
2795,vaahto pulp   paper   of finnish vaahto group   has been awarded an order to renovate finnish swedish forest industry company stora enso  s paperboard machine at the ingerois board mill in finland  ,1.0
2796,schwalm   at   outotec com eila paatela   vice president   corporate communications tel   358 20 529 2004   mobile  358 400 817198 e mail eila  ,0.0
2797,finnish publisher alma media   hel   aln1v   said wednesday it has decided to further extend its eur1  85   usd2  75   apiece mandatory tender offer for media group talentum   hel   ttm1v     which started on 19 august   until 16 november  ,0.0
2798,www countryelements co uk designed by patricia burt   this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes  ,0.0
2799,the company slipped to an operating loss of eur 2 6 million from a profit of eur 1 3 million  ,-1.0
2800,merging the two free sheets will clarify the market situation  ,0.0
2801,coca cola was the market leader of manufacturers with a market share of 36 9     down 2 2   from the corresponding period in 2004 2005  ,-1.0
2802,changes being announced today will be effective after the close of trading on friday   june 19   2009  ,0.0
2803,leed is an internationally recognized green building certification system   developed by the u s  green building council  ,0.0
2804,vaisala   headquartered in helsinki in finland   develops and manufactures electronic measurement systems for meteorology   environmental sciences   traffic and industry  ,0.0
2805,neste oil said that while results from its biomass to 3 liquids demonstration plant   commissioned in june 2009   have been promising   no decision on a commercial plant has been taken  ,0.0
2806,back then   tikkurila  s former owner   finnish chemicals company kemira oyj hel   kra1v   distributed an 86   stake to kemira shareholders to facilitate the divestment and listing of tikkurila  ,0.0
2807,the transactions would increase earnings per share in the first quarter by some eur0  28  ,1.0
2808,earnings per share eps in 2005 decreased to eur0  66 from eur1  15 in 2004  ,-1.0
2809,the highest growth would be in china   while weakening demand would continue in north america   upm said  ,0.0
2810,finnish kci konecranes has raised its net sales growth estimate for 2006 from over 25   to over 35    ,1.0
2811,lcs  s services cover the whole life cycle of software and information systems   from process modelling and tailored software development   to hosting services   solution management   maintenance and support  ,0.0
2812,ahlstrom corporation seppo parvi   cfo distribution   main media www ahlstrom com ahlstrom in brief ahlstrom is a global leader in the development   manufacture and marketing of high performance nonwovens and specialty papers  ,0.0
2813,at the end of march 2007   the group  s order book was at eur 39 6 mn   up 42   from the corresponding period in 2006  ,1.0
2814,the dividend will be paid on april 15   2008 to each of the shareholders who on the record date of april 8   2008 have been entered in the list of shareholders kept by the finnish central securities depository ltd   ,0.0
2815,in recent months   capman has taken significant steps to simplify its operations   ceo lennart simonsen said  ,1.0
2816,customers include hotels and restaurants as well as wholesalers and some retailers  ,0.0
2817,  adp news     jan 22   2009   finnish mobile phones maker nokia oyj   omx   nok1v   said today its operating profit decreased to eur 5 billion   usd 6 5 bn   for 2008 from eur 8 billion for 2007  ,-1.0
2818,finnair said that the cancellation of flights would cause daily losses of  x20ac 2 5 million us  3 million  ,-1.0
2819,the stock price rose 70 0 ores or 0 9   to close at sek77  65   ending a two day streak of losses  ,1.0
2820,earnings per share   eps   were eur0  03   up from the loss of eur0  083  ,1.0
2821,subject matter of the invention furthermore is the use of the cyclone for separating partly molten particles     ,0.0
2822,the first phase of the logistics complex envisages the completion of some 70 000 sq m of logistics premises and the gatehouse building in november 2008  ,0.0
2823,the writing and publication of lemmink  inen    s history is a continuation of earlier collaboration between antti tuuri and the company  ,0.0
2824,a flurry analytics spokesperson said that   as it was only measuring windows phone 7 data for some weeks   the firm double checked the data to make sure the 66 per cent rise was not an aberration  ,0.0
2825,production will expand to other of elcoteq  s locations including mexico and hungary during 2010  ,1.0
2826,loudeye corp    up   2 56 at   4 33 nokia corp    down 10 cents at   19 46 nokia agreed to buy the digital music distributor for   60 million  ,0.0
2827,following the increase the company  eur tm s capital totals 5 5 mln romanian lei   1 98 mln 1  56 mln euro  ,0.0
2828,participants at any of the book discussions or other special events   or visitors to the car dealership were eligible to enter the drawing for the 2005 silver   four door altima  ,0.0
2829,it services firm tietoenator was bucking the general trend   holding flat at 22 70 eur   after slipping back from earlier gains  ,-1.0
2830,technopolis said before the protocol was signed that the techno park would be built at a site covering more than six hectares in the neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive  ,0.0
2831,nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs  ,0.0
2832,the agreement strengthens our long term partnership with nokia siemens networks  ,1.0
2833,   following last year  s good profit development   we have entered the current year in a good position  ,1.0
2834,according to finnish aktia bank  s managing director jussi laitinen   the bank  s aim is to triple the number of its customers in finland in the next five years  ,1.0
2835,net sales in 2006 totaled eur 302 million and the operating margin was 16    ,0.0
2836,finnish fibers and plastic products maker suominen corporation said its net loss from continuing operations narrowed to 1 8 mln euro     2 3 mln   in 2006 from 3 7 mln euro     4 8 mln   in 2005  ,1.0
2837,estonia  s beer market overall grew three percent last year to 130 million liters  ,1.0
2838,ramirent  s net sales in the second quarterended june 30 were euro 128 7 million about u s    163 million   a 3 3 percent increase compared with euro 124 6 million for thesecond quarter last year  ,1.0
2839,finnish pharmaceuticals company orion  s net sales rose to eur 190mn in the first quarter of 2009 from eur 180mn in the first quarter of 2008  ,1.0
2840,in 2007   huhtamaki will continue to invest in organic growth  ,0.0
2841,biden calls on congress to reform us gun laws,0.0
2842,m real corporation stock exchange release 27 august 2009 at 3 15 pm m real has received the eur 190 million cash payment from sappi m real corporation   a part of mets  liitto group   divested its graphic papers business to sappi limited at the end of 2008 for eur 750 million  ,0.0
2843,it makes a wide range of mobile devices with services and software that enable people to experience music   navigation   video   television   imaging   games and business mobility  ,0.0
2844,he said things will be different when new finnish nuclear power stations go into operation and the large hydro powered stations of northern europe have a good year  ,0.0
2845,   we are very pleased to be working with fujitsu and ntt docomo to advance the progress of lte      said juergen walter   head of converged core   nokia siemens networks  ,1.0
2846,rihko said the sale will enable the company to concentrate on its grain based business  ,0.0
2847,the finnish company stockmann has signed the contract with the company technopolis  ,0.0
2848,the share subscription period for c options will commence on 1 september 2008 and expire on 31 march 2011  ,0.0
2849,kaupthing forecasts that finnish swedish stora enso will close its mill in reisholz   in germany  ,0.0
2850,according to a rehu  s managing director   jouko lahtinen   the project will stabilise costs and improve supply security  ,1.0
2851,the value of the deal exceeds eur500  000   the company said  ,0.0
2852,the customer is cooperative retailer osuuskauppa suur savo  ,0.0
2853,the finnish company is building a 800 000 mt year biodiesel plant in singapore  ,0.0
2854,the dividend is payable on february 1   2010 to shareholders of record on january 19   2010  ,0.0
2855,the fixed acquisition price amounts to nok 70   approximately eur 8 7   million and additional price nok 15   eur 1 8   million at maximum  ,0.0
2856,in 2007   the group  s net sales stood at eur 42 million and it had about 1 445 employees  ,0.0
2857,purchase it for the 12mp snapper   if nothing else  ,0.0
2858,an international conference call and audio webcast concerning the financial result january march 2010 will begin at 14 00 eet  ,0.0
2859,nordea bank estonia is part of the largest financial group in the nordic countries  ,0.0
2860,the increase range will vary up to 10    ,0.0
2861,m real said there are   no grounds   for the rumors   which   have been circulating in the market for some months    ,0.0
2862,with this appointment kaupthing bank aims to further co ordinate capital markets activities within the group and to improve the overall service to clients  ,1.0
2863,pretax profit rose to eur 17 8 mn from eur 14 9 mn in 2005  ,1.0
2864,finnish silicon wafer technology company okmetic oyj omx helsinki   okm1v said on wednesday 17 september that it will invest eur6m in its sensor wafer business during 2009  ,0.0
2865,   the intel atom processor has had tremendous success in the marketplace since its launch over 2 years ago      said pankaj kedia   director of global ecosystem programs for intel corp   s ultra mobility group  ,1.0
2866,i thank jarmo ukonaho warmly for his contribution and wish him all the best in the future challenges     ,0.0
2867,according to olvi   the company is already negotiating new agreements  ,0.0
2868,no decision on such sale of the now issued or existing treasury shares to ya global has been made yet  ,0.0
2869,a structures bim   building information modeling   software from tekla   a model based software provider   has been adopted for the construction management and delivery of a university project in abu dhabi  ,0.0
2870,pharmaceuticals   italy this brand new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in italy  ,0.0
2871,scanfil expects net sales in 2008 to remain at the 2007 level  ,0.0
2872,us import prices post biggest gain since 2012,1.0
2873,the sale of the healthcare trade business supports oriola kd  s strategy to focus on pharmaceutical wholesale and retail businesses  ,1.0
2874,   several growth initiatives in the chosen geographic areas are already ongoing      it continued   noting lindex opened its first store in the czech republic this autumn in brno  ,1.0
2875,in the baltic states the company reports net sales of eur 11 9 mn   down from eur 14 2 mn   and an operative ebit of eur  2 2 mn   down from eur  1 7 mn  ,-1.0
2876,besides   as there is no depositor preference in finland   senior debt and deposits rank on a par   which is also taken into consideration   the agency added  ,0.0
2877,almost two thirds of olvi  s net sales come from outside finland  ,0.0
2878,srv will raise its holding in the company so that by the summer of 2008   it will have a majority  ,1.0
2879,finnish industrial group ruukki group plc omx helsinki   rug1v said on friday 14 november that its furniture business segment incap furniture has concluded personnel negotiations that were started at the end of september  ,0.0
2880,  the group    s result before taxes was eur  1 9    3 0   million  ,-1.0
2881,madison   wis    feb  6   prnewswire      fiskars announces that the united states patent and trademark office has granted a trademark registration for the color orange on its iconic scissor handles  ,1.0
2882,this is the second successful effort for the financial investor this year  ,1.0
2883,as a result of these transactions   the aggregate holdings of burrill life sciences capital fund   l p  has decreased below 5 per cent of the total number of shares and votes of the company  ,-1.0
2884,  adp news     feb 12   2009   finnish it solutions provider affecto oyj   hel   afe1v   said today its net profit rose to eur 8 5 million   usd 11m   in 2008 from eur 7 million in 2007  ,1.0
2885,s p has kept its    sell    rating   while nordea and ubs have reaffirmed their    buy    recommendations  ,0.0
2886,the divested company is part of tietoenator  s business area government   manufacturing   retail  ,0.0
2887,stock futures poised for gains to end the week,1.0
2888,tielinja generated net sales of 7 5 mln euro   9 6 mln in 2005  ,0.0
2889,finnish technology group aspocomp group oyj   omx helsinki   acg1v   issued its third quarter report on thursday   13 november     posting an operating profit of eur0  4 m   as compared to a loss of eur0  5 m in the third quarter of 2007  ,1.0
2890,cablevision systems corp  cvc their madison square garden division owns and operates the new york knickerbockers basketball team   they also own the madison square garden arena   the new york rangers hockey team   the new york liberty women  s basketball team   and the hartford wolf pack hockey team  ,0.0
2891,unbelievably   the company that makes them   fiskars corporation   was formed in 1649 when a dutch merchant named peter thorwoste was given a charter to establish a blast furnace and forging operation in the small finnish village of fiskars  ,0.0
2892,a replay will be available until 27 october 2006 in the following numbers   us callers    1 617  801  6888   non us callers    44 20 7365 8427   access code   2659 5401  ,0.0
2893,emsa deputy chairman of the board juri lember told bns on wednesday that this was the first time he heard about the strike as the swedish side had not informed the estonian union yet  ,-1.0
2894,the sale will be finalized in september or october   the company said  ,0.0
